BMW,KIA,label
206,143,보통
178,118,보통
233,139,보통
144,136,보통
52,76,보통
78,157,빠름
52,70,보통
90,55,보통
171,185,빠름
204,80,보통
194,42,느림
140,44,느림
28,20,느림
73,51,보통
158,2,느림
232,143,보통
175,38,느림
117,88,보통
131,79,보통
45,198,빠름
67,114,보통
114,134,보통
15,74,보통
230,20,느림
223,140,보통
48,84,보통
79,13,느림
202,173,빠름
239,157,빠름
176,132,보통
129,103,보통
187,118,보통
105,42,느림
229,43,느림
184,10,느림
189,2,느림
42,71,보통
229,198,빠름
13,56,보통
215,197,빠름
203,11,느림
75,177,빠름
125,55,보통
73,2,느림
242,77,보통
77,111,보통
123,105,보통
120,72,보통
105,54,보통
63,116,보통
210,192,빠름
71,130,보통
28,40,느림
161,196,빠름
23,149,보통
119,53,보통
220,81,보통
121,172,빠름
30,184,빠름
11,196,빠름
233,56,보통
28,31,느림
207,195,빠름
108,80,보통
123,111,보통
193,13,느림
58,53,보통
118,63,보통
188,63,보통
184,150,빠름
146,180,빠름
233,135,보통
30,163,빠름
65,13,느림
245,101,보통
11,97,보통
2,128,보통
49,96,보통
39,32,느림
46,129,보통
135,40,느림
242,184,빠름
227,43,느림
71,137,보통
182,96,보통
186,184,빠름
49,187,빠름
175,15,느림
10,31,느림
211,156,빠름
120,147,보통
174,171,빠름
128,88,보통
165,102,보통
7,22,느림
82,178,빠름
20,118,보통
64,38,느림
130,52,보통
12,179,빠름
235,170,빠름
229,128,보통
49,182,빠름
235,67,보통
184,93,보통
196,115,보통
139,187,빠름
207,65,보통
250,43,느림
211,98,보통
96,200,빠름
246,200,빠름
83,56,보통
220,81,보통
68,84,보통
204,8,느림
8,131,보통
180,108,보통
23,96,보통
215,74,보통
101,153,빠름
198,183,빠름
70,131,보통
190,138,보통
243,83,보통
242,123,보통
182,3,느림
58,167,빠름
134,51,보통
141,92,보통
191,156,빠름
213,188,빠름
107,110,보통
236,133,보통
87,2,느림
81,27,느림
85,178,빠름
201,194,빠름
161,199,빠름
136,194,빠름
48,104,보통
82,119,보통
153,97,보통
230,74,보통
169,21,느림
148,19,느림
157,43,느림
154,187,빠름
204,40,느림
14,59,보통
221,179,빠름
20,106,보통
245,71,보통
142,164,빠름
71,162,빠름
68,35,느림
42,139,보통
10,122,보통
94,55,보통
130,182,빠름
209,153,빠름
104,72,보통
77,112,보통
243,99,보통
113,192,빠름
17,102,보통
55,88,보통
25,67,보통
149,2,느림
133,81,보통
18,176,빠름
151,80,보통
204,156,빠름
222,131,보통
221,40,느림
68,7,느림
30,16,느림
107,109,보통
52,165,빠름
204,6,느림
91,81,보통
80,153,빠름
166,75,보통
75,34,느림
9,15,느림
243,185,빠름
156,96,보통
101,83,보통
211,21,느림
16,56,보통
241,179,빠름
222,106,보통
188,9,느림
16,108,보통
162,200,빠름
231,89,보통
201,108,보통
37,95,보통
242,130,보통
125,5,느림
116,68,보통
122,23,느림
128,102,보통
73,76,보통
61,113,보통
14,11,느림
9,73,보통
70,135,보통
115,21,느림
142,64,보통
203,33,느림
14,151,빠름
65,17,느림
177,107,보통
19,184,빠름
78,30,느림
44,98,보통
112,13,느림
21,175,빠름
242,174,빠름
5,152,빠름
129,172,빠름
73,124,보통
192,64,보통
135,136,보통
250,11,느림
143,195,빠름
38,145,보통
84,164,빠름
160,183,빠름
41,58,보통
121,191,빠름
175,156,빠름
166,170,빠름
243,125,보통
21,38,느림
176,177,빠름
172,108,보통
184,169,빠름
83,112,보통
57,193,빠름
159,65,보통
164,120,보통
250,133,보통
76,20,느림
198,183,빠름
139,186,빠름
152,38,느림
42,80,보통
17,20,느림
162,144,보통
201,173,빠름
58,153,빠름
1,63,보통
42,75,보통
5,80,보통
156,111,보통
4,37,느림
32,25,느림
4,182,빠름
219,85,보통
69,43,느림
136,67,보통
116,128,보통
31,78,보통
18,193,빠름
158,93,보통
25,105,보통
225,75,보통
179,197,빠름
220,35,느림
102,30,느림
58,37,느림
228,9,느림
138,80,보통
88,92,보통
79,115,보통
79,180,빠름
206,86,보통
169,137,보통
124,14,느림
111,102,보통
83,14,느림
210,2,느림
115,132,보통
23,59,보통
109,8,느림
129,64,보통
120,36,느림
80,110,보통
97,196,빠름
132,16,느림
103,112,보통
20,193,빠름
9,132,보통
148,29,느림
171,20,느림
239,87,보통
66,35,느림
235,164,빠름
123,94,보통
59,89,보통
29,60,보통
76,180,빠름
210,10,느림
36,76,보통
213,112,보통
108,129,보통
216,105,보통
37,57,보통
164,142,보통
138,170,빠름
68,185,빠름
84,32,느림
58,187,빠름
236,129,보통
133,107,보통
109,169,빠름
23,199,빠름
214,131,보통
5,74,보통
96,154,빠름
41,94,보통
91,29,느림
87,192,빠름
209,52,보통
102,58,보통
37,75,보통
221,46,느림
12,155,빠름
240,197,빠름
3,23,느림
234,111,보통
218,120,보통
115,38,느림
194,127,보통
130,7,느림
23,125,보통
69,81,보통
234,90,보통
38,128,보통
187,138,보통
209,156,빠름
137,179,빠름
146,72,보통
191,140,보통
132,86,보통
92,41,느림
115,182,빠름
116,153,빠름
208,159,빠름
28,98,보통
71,53,보통
123,52,보통
143,171,빠름
89,3,느림
9,194,빠름
9,55,보통
229,113,보통
81,111,보통
213,155,빠름
56,66,보통
41,1,느림
233,86,보통
228,51,보통
208,35,느림
73,162,빠름
222,166,빠름
204,33,느림
112,101,보통
138,78,보통
65,16,느림
120,197,빠름
50,44,느림
243,37,느림
174,92,보통
7,1,느림
54,53,보통
215,34,느림
49,121,보통
219,141,보통
243,13,느림
92,54,보통
159,77,보통
171,111,보통
5,97,보통
10,167,빠름
12,59,보통
208,127,보통
186,61,보통
166,18,느림
86,118,보통
231,14,느림
78,129,보통
65,78,보통
108,89,보통
142,12,느림
142,37,느림
190,66,보통
28,164,빠름
70,44,느림
38,147,보통
241,198,빠름
241,7,느림
189,139,보통
151,41,느림
163,194,빠름
14,10,느림
166,107,보통
198,75,보통
78,83,보통
120,87,보통
57,120,보통
206,155,빠름
221,120,보통
159,69,보통
218,50,보통
23,50,보통
184,156,빠름
183,5,느림
32,14,느림
52,59,보통
158,112,보통
185,107,보통
15,155,빠름
41,8,느림
162,197,빠름
160,102,보통
141,160,빠름
174,85,보통
6,154,빠름
186,119,보통
22,21,느림
78,41,느림
195,54,보통
43,70,보통
156,153,빠름
249,73,보통
80,136,보통
120,9,느림
136,20,느림
234,88,보통
128,106,보통
131,155,빠름
162,49,느림
82,77,보통
147,11,느림
91,150,빠름
227,1,느림
67,174,빠름
250,18,느림
249,72,보통
84,81,보통
250,60,보통
248,86,보통
7,41,느림
140,80,보통
38,181,빠름
221,60,보통
212,144,보통
24,194,빠름
1,59,보통
96,59,보통
21,125,보통
80,179,빠름
109,71,보통
121,140,보통
157,7,느림
180,99,보통
182,193,빠름
90,11,느림
144,185,빠름
65,163,빠름
217,138,보통
192,43,느림
33,118,보통
109,102,보통
225,69,보통
79,22,느림
67,126,보통
159,136,보통
223,139,보통
212,112,보통
1,122,보통
56,58,보통
193,23,느림
30,61,보통
64,101,보통
78,76,보통
50,134,보통
51,50,보통
44,156,빠름
76,128,보통
213,166,빠름
96,37,느림
111,100,보통
38,146,보통
151,176,빠름
61,165,빠름
92,106,보통
187,42,느림
234,99,보통
41,135,보통
214,47,느림
128,188,빠름
207,157,빠름
187,168,빠름
87,181,빠름
119,149,보통
92,136,보통
209,15,느림
227,61,보통
249,95,보통
43,60,보통
101,110,보통
238,89,보통
31,188,빠름
36,36,느림
26,139,보통
239,169,빠름
220,190,빠름
246,187,빠름
146,190,빠름
44,56,보통
29,138,보통
183,185,빠름
5,41,느림
40,55,보통
28,29,느림
178,141,보통
82,116,보통
51,22,느림
178,16,느림
190,159,빠름
168,169,빠름
199,106,보통
114,126,보통
133,54,보통
66,106,보통
243,40,느림
51,62,보통
167,27,느림
140,45,느림
230,140,보통
84,57,보통
8,193,빠름
41,68,보통
99,7,느림
184,76,보통
76,53,보통
240,154,빠름
79,137,보통
61,186,빠름
206,145,보통
217,197,빠름
100,119,보통
84,109,보통
206,170,빠름
161,149,보통
120,198,빠름
141,154,빠름
4,41,느림
201,8,느림
111,13,느림
44,46,느림
155,109,보통
140,34,느림
112,200,빠름
35,23,느림
204,110,보통
161,100,보통
79,44,느림
159,52,보통
40,11,느림
176,133,보통
43,56,보통
223,82,보통
21,149,보통
15,109,보통
204,146,보통
157,120,보통
30,16,느림
114,114,보통
109,118,보통
214,19,느림
69,27,느림
6,12,느림
68,47,느림
76,2,느림
129,155,빠름
95,194,빠름
194,36,느림
35,159,빠름
213,61,보통
240,108,보통
27,190,빠름
67,35,느림
64,90,보통
184,40,느림
164,56,보통
228,47,느림
153,133,보통
162,148,보통
38,9,느림
164,46,느림
132,122,보통
38,174,빠름
74,22,느림
176,138,보통
239,188,빠름
104,138,보통
37,99,보통
229,133,보통
154,94,보통
193,25,느림
152,178,빠름
58,112,보통
63,26,느림
48,128,보통
152,157,빠름
231,112,보통
6,68,보통
1,43,느림
19,52,보통
12,1,느림
9,146,보통
95,97,보통
62,84,보통
49,5,느림
115,91,보통
33,165,빠름
2,185,빠름
111,166,빠름
220,108,보통
169,49,느림
70,197,빠름
34,166,빠름
103,7,느림
40,23,느림
70,109,보통
235,71,보통
9,193,빠름
166,114,보통
200,142,보통
224,101,보통
210,173,빠름
216,7,느림
10,121,보통
21,125,보통
53,14,느림
245,30,느림
171,153,빠름
187,2,느림
194,59,보통
40,192,빠름
113,53,보통
29,3,느림
79,8,느림
25,18,느림
14,177,빠름
56,126,보통
122,79,보통
115,89,보통
244,115,보통
195,15,느림
168,172,빠름
114,66,보통
84,70,보통
198,50,보통
0,197,느림
69,135,보통
169,37,느림
108,27,느림
178,4,느림
103,90,보통
85,21,느림
121,176,빠름
8,163,빠름
55,88,보통
225,196,빠름
2,36,느림
57,197,빠름
113,14,느림
166,142,보통
135,48,느림
38,54,보통
165,122,보통
208,196,빠름
39,69,보통
26,187,빠름
121,164,빠름
189,134,보통
148,185,빠름
88,124,보통
37,82,보통
20,184,빠름
173,66,보통
8,182,빠름
43,84,보통
185,117,보통
106,164,빠름
187,89,보통
196,65,보통
59,114,보통
189,126,보통
3,128,보통
91,105,보통
66,70,보통
127,104,보통
96,167,빠름
122,109,보통
136,63,보통
4,12,느림
207,74,보통
160,157,빠름
170,128,보통
95,134,보통
165,121,보통
239,101,보통
10,9,느림
158,2,느림
135,144,보통
200,171,빠름
66,28,느림
133,32,느림
29,139,보통
158,118,보통
1,196,빠름
2,76,보통
113,92,보통
189,71,보통
106,62,보통
97,145,보통
6,178,빠름
55,104,보통
38,95,보통
207,101,보통
3,83,보통
181,176,빠름
220,79,보통
55,186,빠름
160,15,느림
243,0,느림
66,161,빠름
88,110,보통
132,111,보통
185,183,빠름
68,181,빠름
13,118,보통
192,117,보통
144,122,보통
155,49,느림
25,58,보통
214,14,느림
184,79,보통
183,156,빠름
227,141,보통
30,18,느림
92,190,빠름
15,102,보통
168,85,보통
82,157,빠름
228,122,보통
229,25,느림
64,94,보통
234,142,보통
45,37,느림
128,121,보통
112,106,보통
160,40,느림
109,83,보통
121,87,보통
59,178,빠름
249,195,빠름
213,20,느림
16,96,보통
8,51,보통
104,79,보통
111,36,느림
159,38,느림
121,190,빠름
104,94,보통
94,180,빠름
83,105,보통
108,126,보통
173,13,느림
4,42,느림
158,198,빠름
242,116,보통
213,74,보통
170,21,느림
34,3,느림
199,154,빠름
77,139,보통
249,133,보통
121,155,빠름
70,117,보통
34,72,보통
91,91,보통
174,112,보통
133,177,빠름
119,13,느림
96,199,빠름
35,47,느림
202,114,보통
178,160,빠름
130,134,보통
167,127,보통
228,13,느림
41,4,느림
68,74,보통
86,130,보통
77,186,빠름
171,195,빠름
149,51,보통
183,125,보통
222,50,보통
236,146,보통
33,31,느림
91,57,보통
191,180,빠름
38,98,보통
107,46,느림
200,152,빠름
243,106,보통
76,139,보통
92,69,보통
8,11,느림
30,159,빠름
47,137,보통
222,118,보통
106,166,빠름
142,154,빠름
237,149,보통
226,115,보통
65,110,보통
233,46,느림
36,115,보통
72,1,느림
28,2,느림
53,99,보통
189,125,보통
61,117,보통
147,12,느림
1,136,보통
84,31,느림
114,29,느림
70,21,느림
85,84,보통
90,141,보통
210,35,느림
25,67,보통
248,33,느림
226,98,보통
71,24,느림
4,191,빠름
241,20,느림
193,165,빠름
177,18,느림
180,27,느림
142,8,느림
44,37,느림
92,165,빠름
30,75,보통
236,79,보통
213,140,보통
224,188,빠름
172,12,느림
39,108,보통
196,189,빠름
122,174,빠름
125,16,느림
10,53,보통
185,126,보통
126,46,느림
90,126,보통
119,19,느림
64,100,보통
48,35,느림
30,134,보통
7,79,보통
187,194,빠름
35,170,빠름
112,41,느림
104,179,빠름
186,100,보통
123,183,빠름
169,81,보통
153,149,보통
75,19,느림
174,42,느림
91,71,보통
25,85,보통
151,129,보통
151,123,보통
217,149,보통
92,111,보통
181,188,빠름
133,107,보통
183,157,빠름
113,28,느림
193,28,느림
200,25,느림
209,126,보통
12,167,빠름
124,156,빠름
149,196,빠름
101,113,보통
68,179,빠름
99,134,보통
47,141,보통
192,32,느림
140,146,보통
35,60,보통
124,96,보통
201,157,빠름
174,55,보통
98,128,보통
107,100,보통
233,155,빠름
59,165,빠름
236,59,보통
68,188,빠름
55,167,빠름
3,77,보통
19,166,빠름
87,128,보통
247,116,보통
29,183,빠름
16,112,보통
106,77,보통
13,109,보통
106,15,느림
140,155,빠름
111,57,보통
155,10,느림
185,154,빠름
24,116,보통
74,183,빠름
218,26,느림
42,118,보통
234,65,보통
248,59,보통
224,196,빠름
117,92,보통
32,91,보통
39,22,느림
238,62,보통
106,6,느림
1,73,보통
225,9,느림
90,192,빠름
239,8,느림
96,20,느림
199,141,보통
82,1,느림
72,7,느림
80,53,보통
39,36,느림
179,159,빠름
212,18,느림
144,188,빠름
129,126,보통
230,113,보통
78,38,느림
2,194,빠름
27,55,보통
22,1,느림
241,112,보통
33,70,보통
169,18,느림
233,105,보통
24,109,보통
88,7,느림
191,100,보통
19,151,빠름
245,103,보통
24,128,보통
159,138,보통
45,26,느림
130,185,빠름
55,138,보통
42,189,빠름
138,174,빠름
113,180,빠름
0,2,느림
4,8,느림
85,126,보통
178,180,빠름
100,159,빠름
115,21,느림
133,168,빠름
221,3,느림
140,197,빠름
36,100,보통
3,0,느림
59,55,보통
126,20,느림
31,185,빠름
223,63,보통
204,147,보통
179,33,느림
169,138,보통
5,151,빠름
89,195,빠름
217,167,빠름
42,132,보통
51,10,느림
72,25,느림
202,189,빠름
128,168,빠름
213,57,보통
77,192,빠름
64,41,느림
195,123,보통
208,115,보통
36,148,보통
148,128,보통
189,183,빠름
126,7,느림
211,55,보통
89,26,느림
242,16,느림
170,92,보통
151,20,느림
11,33,느림
209,171,빠름
92,90,보통
187,49,느림
139,48,느림
83,39,느림
73,168,빠름
181,98,보통
249,13,느림
183,29,느림
176,5,느림
143,145,보통
144,4,느림
163,11,느림
30,139,보통
162,173,빠름
110,71,보통
178,135,보통
123,190,빠름
116,151,빠름
180,67,보통
205,188,빠름
152,82,보통
121,175,빠름
185,125,보통
27,145,보통
240,112,보통
88,186,빠름
125,37,느림
95,56,보통
70,187,빠름
188,189,빠름
65,35,느림
31,155,빠름
167,46,느림
4,107,보통
81,4,느림
6,98,보통
111,152,빠름
204,179,빠름
179,164,빠름
168,163,빠름
31,64,보통
162,65,보통
210,108,보통
94,40,느림
219,113,보통
94,80,보통
158,144,보통
69,174,빠름
165,2,느림
190,30,느림
133,68,보통
204,161,빠름
1,47,느림
17,55,보통
244,173,빠름
36,76,보통
120,110,보통
230,163,빠름
79,64,보통
127,22,느림
17,186,빠름
239,95,보통
140,158,빠름
79,11,느림
234,73,보통
120,80,보통
191,78,보통
59,141,보통
70,165,빠름
147,147,보통
5,132,보통
225,102,보통
1,104,보통
90,72,보통
206,66,보통
204,125,보통
195,192,빠름
91,141,보통
240,54,보통
101,46,느림
124,5,느림
109,99,보통
221,198,빠름
22,35,느림
186,104,보통
81,162,빠름
24,181,빠름
205,150,빠름
127,184,빠름
129,199,빠름
41,59,보통
161,55,보통
122,181,빠름
108,159,빠름
5,54,보통
207,73,보통
38,147,보통
89,129,보통
224,162,빠름
86,69,보통
66,191,빠름
217,197,빠름
25,66,보통
190,180,빠름
211,183,빠름
237,70,보통
76,198,빠름
107,95,보통
240,119,보통
165,15,느림
189,70,보통
77,29,느림
156,102,보통
37,24,느림
104,45,느림
221,124,보통
132,129,보통
52,62,보통
239,160,빠름
11,54,보통
145,157,빠름
146,66,보통
103,102,보통
108,70,보통
135,104,보통
96,136,보통
61,45,느림
161,156,빠름
122,62,보통
95,110,보통
128,27,느림
109,52,보통
88,32,느림
195,197,빠름
42,150,빠름
34,156,빠름
209,74,보통
220,169,빠름
165,173,빠름
185,51,보통
81,167,빠름
31,107,보통
249,85,보통
239,6,느림
28,198,빠름
231,162,빠름
182,187,빠름
116,64,보통
36,59,보통
135,103,보통
99,162,빠름
161,131,보통
104,57,보통
59,51,보통
166,159,빠름
135,88,보통
237,25,느림
143,96,보통
35,26,느림
135,6,느림
111,60,보통
53,127,보통
6,56,보통
194,64,보통
88,172,빠름
72,101,보통
133,29,느림
105,29,느림
222,89,보통
71,146,보통
67,122,보통
138,2,느림
133,170,빠름
93,76,보통
81,25,느림
193,150,빠름
203,135,보통
240,154,빠름
178,76,보통
200,183,빠름
111,58,보통
246,30,느림
9,176,빠름
186,50,보통
143,166,빠름
228,138,보통
58,8,느림
47,151,빠름
103,197,빠름
214,77,보통
223,107,보통
37,73,보통
46,190,빠름
160,147,보통
68,123,보통
138,114,보통
100,79,보통
176,141,보통
80,117,보통
0,108,느림
92,2,느림
43,31,느림
244,0,느림
84,59,보통
107,102,보통
52,200,빠름
84,124,보통
63,98,보통
169,187,빠름
5,67,보통
23,54,보통
129,10,느림
13,124,보통
63,45,느림
139,69,보통
226,13,느림
72,156,빠름
28,92,보통
120,55,보통
62,85,보통
78,32,느림
127,123,보통
212,10,느림
8,148,보통
214,27,느림
192,191,빠름
79,79,보통
90,156,빠름
24,172,빠름
31,195,빠름
145,145,보통
21,129,보통
197,179,빠름
32,95,보통
106,200,빠름
248,69,보통
104,10,느림
8,190,빠름
22,34,느림
214,180,빠름
29,175,빠름
241,54,보통
242,99,보통
196,164,빠름
0,126,느림
63,47,느림
58,175,빠름
49,104,보통
235,119,보통
41,180,빠름
232,137,보통
129,6,느림
109,171,빠름
220,186,빠름
47,193,빠름
177,56,보통
205,62,보통
189,162,빠름
243,52,보통
69,34,느림
154,84,보통
166,70,보통
167,108,보통
177,15,느림
185,160,빠름
17,136,보통
154,138,보통
241,108,보통
211,104,보통
176,86,보통
14,173,빠름
104,23,느림
117,75,보통
81,126,보통
51,118,보통
30,8,느림
132,13,느림
139,65,보통
4,103,보통
211,194,빠름
139,82,보통
126,175,빠름
96,107,보통
94,188,빠름
145,194,빠름
89,196,빠름
158,126,보통
106,134,보통
196,99,보통
62,11,느림
169,82,보통
192,76,보통
161,190,빠름
29,140,보통
230,178,빠름
189,97,보통
226,115,보통
79,29,느림
33,81,보통
219,185,빠름
31,16,느림
44,191,빠름
172,134,보통
209,107,보통
137,137,보통
34,131,보통
108,143,보통
75,160,빠름
178,190,빠름
114,179,빠름
142,109,보통
206,77,보통
28,157,빠름
212,127,보통
250,148,보통
219,19,느림
221,34,느림
16,46,느림
99,144,보통
230,73,보통
153,33,느림
214,94,보통
42,132,보통
25,68,보통
218,0,느림
172,125,보통
7,95,보통
138,81,보통
189,65,보통
11,138,보통
95,83,보통
234,36,느림
238,70,보통
72,168,빠름
167,137,보통
106,125,보통
198,143,보통
234,140,보통
132,32,느림
181,1,느림
128,4,느림
213,112,보통
32,59,보통
180,115,보통
156,13,느림
55,143,보통
191,50,보통
65,49,느림
154,168,빠름
43,9,느림
86,93,보통
95,31,느림
223,55,보통
219,49,느림
179,145,보통
171,93,보통
29,142,보통
4,182,빠름
3,111,보통
218,123,보통
118,79,보통
10,28,느림
123,9,느림
96,191,빠름
72,83,보통
2,140,보통
138,84,보통
50,165,빠름
219,37,느림
91,195,빠름
158,182,빠름
9,27,느림
220,135,보통
109,24,느림
147,88,보통
0,35,느림
78,98,보통
79,90,보통
201,105,보통
215,121,보통
119,7,느림
136,65,보통
124,22,느림
32,158,빠름
119,87,보통
249,4,느림
25,68,보통
39,191,빠름
97,165,빠름
237,55,보통
187,59,보통
124,51,보통
81,149,보통
201,167,빠름
155,43,느림
206,34,느림
49,5,느림
57,168,빠름
228,30,느림
157,6,느림
28,40,느림
173,166,빠름
101,183,빠름
85,180,빠름
162,86,보통
157,159,빠름
183,116,보통
78,192,빠름
103,16,느림
220,122,보통
37,31,느림
132,47,느림
11,128,보통
78,167,빠름
191,27,느림
72,133,보통
113,192,빠름
139,70,보통
51,192,빠름
71,183,빠름
212,72,보통
32,38,느림
117,2,느림
25,52,보통
10,88,보통
99,106,보통
69,38,느림
118,169,빠름
80,189,빠름
100,65,보통
219,124,보통
53,149,보통
26,114,보통
41,30,느림
20,53,보통
5,129,보통
17,62,보통
202,43,느림
59,49,느림
54,198,빠름
77,39,느림
217,125,보통
155,2,느림
141,99,보통
208,105,보통
231,57,보통
173,2,느림
152,126,보통
13,121,보통
6,51,보통
116,68,보통
208,44,느림
214,123,보통
40,157,빠름
21,67,보통
85,148,보통
101,38,느림
144,35,느림
96,129,보통
13,188,빠름
223,49,느림
176,113,보통
46,50,보통
230,37,느림
208,195,빠름
108,20,느림
231,0,느림
188,17,느림
226,33,느림
235,118,보통
194,41,느림
197,16,느림
89,67,보통
189,41,느림
171,14,느림
22,7,느림
191,189,빠름
230,191,빠름
83,46,느림
20,90,보통
169,58,보통
203,148,보통
68,160,빠름
39,65,보통
34,79,보통
60,190,빠름
216,199,빠름
62,56,보통
133,57,보통
39,11,느림
125,33,느림
44,74,보통
44,90,보통
187,126,보통
89,48,느림
110,8,느림
136,132,보통
29,52,보통
151,182,빠름
148,151,빠름
40,194,빠름
182,131,보통
68,82,보통
166,98,보통
98,75,보통
70,130,보통
120,159,빠름
2,132,보통
61,106,보통
115,126,보통
206,44,느림
179,184,빠름
97,107,보통
245,93,보통
211,131,보통
17,139,보통
0,82,느림
0,70,느림
106,27,느림
201,92,보통
168,8,느림
241,116,보통
158,151,빠름
76,125,보통
12,159,빠름
234,37,느림
157,88,보통
91,23,느림
71,23,느림
104,109,보통
240,166,빠름
53,33,느림
153,63,보통
32,148,보통
113,35,느림
170,180,빠름
208,101,보통
176,171,빠름
14,42,느림
217,175,빠름
137,76,보통
0,146,느림
101,172,빠름
125,184,빠름
121,75,보통
230,77,보통
206,72,보통
63,155,빠름
144,196,빠름
142,40,느림
87,154,빠름
183,114,보통
63,96,보통
207,53,보통
37,37,느림
106,118,보통
118,182,빠름
125,61,보통
161,60,보통
84,125,보통
238,51,보통
222,185,빠름
242,85,보통
60,137,보통
183,81,보통
110,141,보통
245,83,보통
119,92,보통
152,6,느림
103,97,보통
91,74,보통
2,29,느림
191,124,보통
160,64,보통
17,186,빠름
190,60,보통
34,0,느림
184,23,느림
143,82,보통
84,41,느림
132,175,빠름
178,13,느림
194,96,보통
59,159,빠름
121,172,빠름
64,89,보통
243,45,느림
138,90,보통
192,133,보통
20,106,보통
209,168,빠름
112,92,보통
52,128,보통
55,106,보통
240,131,보통
187,92,보통
10,65,보통
54,123,보통
182,91,보통
141,144,보통
193,3,느림
222,144,보통
80,140,보통
49,130,보통
221,69,보통
17,152,빠름
112,113,보통
34,133,보통
71,175,빠름
249,8,느림
158,139,보통
19,21,느림
247,36,느림
69,102,보통
64,71,보통
101,175,빠름
61,48,느림
28,32,느림
239,143,보통
130,135,보통
156,176,빠름
107,119,보통
215,36,느림
59,65,보통
124,54,보통
175,13,느림
33,28,느림
158,3,느림
54,21,느림
180,70,보통
46,179,빠름
31,97,보통
98,109,보통
160,111,보통
18,175,빠름
30,81,보통
60,7,느림
146,159,빠름
95,119,보통
70,161,빠름
39,186,빠름
26,17,느림
108,151,빠름
190,189,빠름
208,64,보통
11,143,보통
243,104,보통
13,192,빠름
5,131,보통
173,81,보통
188,86,보통
37,26,느림
95,40,느림
59,48,느림
183,110,보통
4,7,느림
109,40,느림
212,163,빠름
120,106,보통
134,152,빠름
139,173,빠름
16,117,보통
73,181,빠름
6,178,빠름
238,41,느림
101,131,보통
66,74,보통
39,158,빠름
220,94,보통
221,88,보통
224,198,빠름
122,141,보통
106,158,빠름
56,178,빠름
174,48,느림
221,113,보통
190,89,보통
190,1,느림
135,155,빠름
120,35,느림
244,117,보통
238,170,빠름
192,195,빠름
168,133,보통
62,62,보통
153,124,보통
39,64,보통
141,150,빠름
95,2,느림
75,38,느림
37,1,느림
87,174,빠름
39,11,느림
172,83,보통
41,76,보통
89,41,느림
150,62,보통
85,197,빠름
98,180,빠름
138,120,보통
112,28,느림
7,169,빠름
86,53,보통
3,92,보통
206,190,빠름
146,67,보통
161,58,보통
178,139,보통
26,103,보통
212,79,보통
60,124,보통
211,196,빠름
87,188,빠름
167,101,보통
21,167,빠름
45,95,보통
22,49,느림
38,110,보통
118,142,보통
176,170,빠름
233,115,보통
146,174,빠름
245,17,느림
177,147,보통
173,63,보통
82,2,느림
89,62,보통
97,6,느림
129,148,보통
192,46,느림
213,188,빠름
137,60,보통
173,93,보통
167,157,빠름
165,64,보통
26,78,보통
229,115,보통
239,69,보통
170,152,빠름
198,93,보통
81,98,보통
39,164,빠름
84,160,빠름
101,133,보통
69,158,빠름
176,131,보통
141,51,보통
193,152,빠름
34,124,보통
85,3,느림
112,180,빠름
93,130,보통
201,100,보통
232,100,보통
135,193,빠름
142,6,느림
98,109,보통
227,120,보통
220,51,보통
225,53,보통
115,144,보통
241,11,느림
230,39,느림
177,158,빠름
3,110,보통
49,14,느림
137,191,빠름
188,118,보통
148,183,빠름
191,140,보통
210,27,느림
204,167,빠름
163,188,빠름
34,25,느림
129,189,빠름
31,136,보통
127,20,느림
157,84,보통
160,50,보통
194,6,느림
71,22,느림
225,185,빠름
120,22,느림
35,110,보통
224,17,느림
107,90,보통
148,140,보통
2,154,빠름
78,192,빠름
44,116,보통
49,67,보통
233,29,느림
221,89,보통
216,75,보통
72,10,느림
82,123,보통
227,16,느림
46,22,느림
108,144,보통
165,167,빠름
34,130,보통
234,193,빠름
141,165,빠름
215,141,보통
150,139,보통
226,168,빠름
178,37,느림
192,77,보통
207,100,보통
231,155,빠름
95,109,보통
122,24,느림
34,153,빠름
163,13,느림
154,17,느림
105,66,보통
28,50,보통
106,83,보통
245,159,빠름
102,12,느림
198,13,느림
218,120,보통
185,68,보통
20,23,느림
48,147,보통
77,1,느림
167,8,느림
169,48,느림
10,121,보통
191,129,보통
99,101,보통
114,7,느림
199,191,빠름
141,110,보통
22,8,느림
196,140,보통
212,168,빠름
49,64,보통
99,84,보통
130,78,보통
60,19,느림
31,16,느림
197,57,보통
135,79,보통
16,1,느림
9,129,보통
148,15,느림
141,53,보통
94,12,느림
17,11,느림
3,93,보통
199,167,빠름
100,112,보통
242,171,빠름
194,174,빠름
8,53,보통
108,169,빠름
202,101,보통
110,103,보통
92,48,느림
158,148,보통
114,5,느림
131,119,보통
4,197,빠름
104,46,느림
206,12,느림
123,149,보통
56,16,느림
246,87,보통
31,109,보통
190,116,보통
110,103,보통
183,40,느림
103,46,느림
108,130,보통
194,165,빠름
167,195,빠름
113,92,보통
139,167,빠름
196,49,느림
112,7,느림
156,84,보통
66,51,보통
23,101,보통
239,141,보통
49,161,빠름
189,197,빠름
181,163,빠름
224,18,느림
137,75,보통
237,87,보통
26,125,보통
179,110,보통
7,136,보통
52,158,빠름
163,19,느림
5,42,느림
103,46,느림
194,171,빠름
219,198,빠름
222,152,빠름
244,1,느림
147,134,보통
